file,title,meta_description_length,canonical,h1_count,image_count,missing_alt,missing_loading
index.html,Churchill Memorials — Desktop Rebuild Prototype,172,https://churchillmemorials.co.uk/,15,23,0,0
product/kind-light/index.html,Kind Light | Churchill Memorials,156,https://churchillmemorials.co.uk/product/kind-light/,1,1,0,0
product/calm-light/index.html,Calm Light | Churchill Memorials,156,https://churchillmemorials.co.uk/product/calm-light/,1,3,0,0
product/heritage-grace/index.html,Heritage Grace | Churchill Memorials,157,https://churchillmemorials.co.uk/product/heritage-grace/,1,2,0,0
product/tender-grace/index.html,Tender Grace | Churchill Memorials,155,https://churchillmemorials.co.uk/product/tender-grace/,1,3,0,0
product/blessed-grace/index.html,Blessed Grace | Churchill Memorials,156,https://churchillmemorials.co.uk/product/blessed-grace/,1,3,0,0
product/sacred-grace/index.html,Sacred Grace | Churchill Memorials,155,https://churchillmemorials.co.uk/product/sacred-grace/,1,3,0,0
product/grace-rose/index.html,Grace Rose | Churchill Memorials,153,https://churchillmemorials.co.uk/product/grace-rose/,1,2,0,0
product/grace-rest/index.html,Grace Rest | Churchill Memorials,153,https://churchillmemorials.co.uk/product/grace-rest/,1,3,0,0
product/grace-dove/index.html,Grace Dove | Churchill Memorials,153,https://churchillmemorials.co.uk/product/grace-dove/,1,2,0,0
product/grace-lily/index.html,Grace Lily | Churchill Memorials,154,https://churchillmemorials.co.uk/product/grace-lily/,1,1,0,0
product/rustic-grace/index.html,Rustic Grace | Churchill Memorials,156,https://churchillmemorials.co.uk/product/rustic-grace/,1,1,0,0
product/natural-grace/index.html,Natural Grace | Churchill Memorials,157,https://churchillmemorials.co.uk/product/natural-grace/,1,1,0,0
product/willow-stone/index.html,Willow Stone | Churchill Memorials,156,https://churchillmemorials.co.uk/product/willow-stone/,1,1,0,0
product/oak-stone/index.html,Oak Stone | Churchill Memorials,157,https://churchillmemorials.co.uk/product/oak-stone/,1,2,0,0
product/cedar-stone/index.html,Cedar Stone | Churchill Memorials,155,https://churchillmemorials.co.uk/product/cedar-stone/,1,2,0,0
product/meadow-stone/index.html,Meadow Stone | Churchill Memorials,156,https://churchillmemorials.co.uk/product/meadow-stone/,1,1,0,0
product/country-grace/index.html,Country Grace | Churchill Memorials,157,https://churchillmemorials.co.uk/product/country-grace/,1,1,0,0
product/field-stone/index.html,Field Stone | Churchill Memorials,155,https://churchillmemorials.co.uk/product/field-stone/,1,1,0,0
product/river-stone/index.html,River Stone | Churchill Memorials,155,https://churchillmemorials.co.uk/product/river-stone/,1,2,0,0
product/forest-grace/index.html,Forest Grace | Churchill Memorials,156,https://churchillmemorials.co.uk/product/forest-grace/,1,1,0,0
product/grace-peace/index.html,Grace Peace | Churchill Memorials,155,https://churchillmemorials.co.uk/product/grace-peace/,1,1,0,0
product/woodland-stone/index.html,Woodland Stone | Churchill Memorials,150,https://churchillmemorials.co.uk/product/woodland-stone/,1,1,0,0
product/quiet-oak/index.html,Quiet Oak | Churchill Memorials,154,https://churchillmemorials.co.uk/product/quiet-oak/,1,1,0,0
product/silver-rest/index.html,Silver Rest | Churchill Memorials,155,https://churchillmemorials.co.uk/product/silver-rest/,1,1,0,0
product/soft-willow/index.html,Soft Willow | Churchill Memorials,156,https://churchillmemorials.co.uk/product/soft-willow/,1,1,0,0
product/grace-hope/index.html,Grace Hope | Churchill Memorials,135,https://churchillmemorials.co.uk/product/grace-hope/,1,1,0,0
product/grace-memory/index.html,Grace Memory | Churchill Memorials,137,https://churchillmemorials.co.uk/product/grace-memory/,1,1,0,0
product/grace-legacy/index.html,Grace Legacy | Churchill Memorials,137,https://churchillmemorials.co.uk/product/grace-legacy/,1,1,0,0
product/grace-star/index.html,Grace Star | Churchill Memorials,135,https://churchillmemorials.co.uk/product/grace-star/,1,1,0,0
product/grace-moon/index.html,Grace Moon | Churchill Memorials,135,https://churchillmemorials.co.uk/product/grace-moon/,1,1,0,0
product/grace-meadow/index.html,Grace Meadow | Churchill Memorials,137,https://churchillmemorials.co.uk/product/grace-meadow/,1,1,0,0
product/grace-willow/index.html,Grace Willow | Churchill Memorials,137,https://churchillmemorials.co.uk/product/grace-willow/,1,1,0,0
product/grace-cedar/index.html,Grace Cedar | Churchill Memorials,136,https://churchillmemorials.co.uk/product/grace-cedar/,1,1,0,0
product/grace-oak/index.html,Grace Oak | Churchill Memorials,134,https://churchillmemorials.co.uk/product/grace-oak/,1,1,0,0
memorial-range/arabic-and-muslim-memorial-headstones/index.html,Arabic & Muslim Memorial Headstones | Churchill Memorials,119,https://churchillmemorials.co.uk/memorial-range/arabic-and-muslim-memorial-headstones/,1,16,0,0
memorial-range/bespoke-kerbset-memorials/index.html,Bespoke Kerbset Memorials | Churchill Memorials,109,https://churchillmemorials.co.uk/memorial-range/bespoke-kerbset-memorials/,1,17,0,0
memorial-range/book-memorials/index.html,Book Memorials | Churchill Memorials,98,https://churchillmemorials.co.uk/memorial-range/book-memorials/,1,14,0,0
memorial-range/cemetery-and-churchyard-headstones/index.html,Cemetery & Churchyard Headstones | Churchill Memorials,116,https://churchillmemorials.co.uk/memorial-range/cemetery-and-churchyard-headstones/,1,37,0,0
memorial-range/children-s-memorials/index.html,Children’s Memorials | Churchill Memorials,104,https://churchillmemorials.co.uk/memorial-range/children-s-memorials/,1,30,0,0
memorial-range/churchyard-and-marble-memorials/index.html,Churchyard & Marble Memorials | Churchill Memorials,113,https://churchillmemorials.co.uk/memorial-range/churchyard-and-marble-memorials/,1,18,0,0
memorial-range/cremation-memorials/index.html,Cremation Memorials | Churchill Memorials,103,https://churchillmemorials.co.uk/memorial-range/cremation-memorials/,1,18,0,0
memorial-range/heart-memorials/index.html,Heart Memorials | Churchill Memorials,99,https://churchillmemorials.co.uk/memorial-range/heart-memorials/,1,14,0,0
memorial-range/individual-bespoke-memorials/index.html,Individual Bespoke Memorials | Churchill Memorials,112,https://churchillmemorials.co.uk/memorial-range/individual-bespoke-memorials/,1,19,0,0
memorial-range/kerb-set-memorials-and-full-length-headstones/index.html,Kerb Set Memorials & Full Length Headstones | Churchill Memorials,127,https://churchillmemorials.co.uk/memorial-range/kerb-set-memorials-and-full-length-headstones/,1,16,0,0
memorial-range/rustic-and-hand-carved-memorials/index.html,Rustic & Hand Carved Memorials | Churchill Memorials,114,https://churchillmemorials.co.uk/memorial-range/rustic-and-hand-carved-memorials/,1,16,0,0
memorial-range/special-offers/index.html,Special Offers | Churchill Memorials,98,https://churchillmemorials.co.uk/memorial-range/special-offers/,1,20,0,0
memorial-range/vases/index.html,Vases | Churchill Memorials,89,https://churchillmemorials.co.uk/memorial-range/vases/,1,9,0,0
